network_packet_size,protocol_type,login_attempts,session_duration,encryption_used,ip_reputation_score,failed_logins,browser_type,unusual_time_access,attack_detected
69,1,2,650.833538580869,1,0.370743486914955,1,2,0,0
356,1,7,1714.70115298614,1,0.459464238080063,2,0,0,1
457,1,2,949.0191577128,1,0.510890600859171,3,2,0,1
302,1,3,508.78710906187,0,0.194774496659509,0,2,0,0
473,2,3,140.765570906544,2,0.289242642542655,1,2,0,1
515,1,3,395.254975842519,2,0.0627537611319444,2,0,0,0
455,1,5,1237.71562488538,0,0.21061141235766,2,0,0,0
369,2,3,213.172381965796,0,0.207082959790402,0,1,1,0
533,1,4,996.854526242647,0,0.602991733486015,2,3,0,1
588,0,4,227.318211455096,1,0.230675909187567,3,0,0,1
281,1,7,498.202238042857,0,0.647167946939749,1,1,0,1
782,1,4,71.4427688454033,1,0.513631038740788,0,0,0,0
480,1,1,485.573325055223,0,0.36138527153605,3,0,1,1
503,2,5,758.849809465967,0,0.248255418095813,1,2,0,0
641,1,5,662.840106283934,0,0.565483640470183,2,2,1,0
546,2,3,417.329316769399,2,0.399790614797754,2,3,0,0
690,1,5,369.241509784515,0,0.194262037412847,1,3,0,0
557,1,5,257.707028600141,2,0.655035786926426,1,0,0,1
377,1,5,1165.73084729956,2,0.384376411079605,2,0,0,0
572,1,4,1220.95324962112,0,0.425569535368571,2,1,0,0
271,1,2,527.812555173313,0,0.584785531227325,0,0,0,0
521,2,1,385.740991682756,2,0.277377408501911,1,2,1,0
493,1,1,811.614669648662,1,0.298647996185255,3,2,0,1
458,1,5,652.671979272239,0,0.381724103912045,2,1,0,0
474,1,2,880.304199855835,2,0.388354481758042,0,0,0,0
123,2,1,292.244559546244,0,0.146267968793767,1,1,0,0
390,0,3,1242.25538379616,0,0.0993737015442877,0,0,0,0
518,2,3,304.70714579351,0,0.362005215130004,1,0,0,0
531,0,4,434.022671412995,1,0.465993001490721,2,3,0,0
294,2,6,113.640557610231,0,0.206107177803376,0,0,0,0
753,0,8,1546.85746888693,2,0.426185070757634,1,0,0,1
326,2,3,826.875035523576,0,0.429518072997381,1,0,0,0
693,1,5,214.603804659797,0,0.489679237114581,1,1,0,0
585,1,4,1526.91182050618,2,0.493252857507919,0,1,0,0
370,1,6,976.062800670823,2,0.227642798503847,1,0,1,0
855,1,7,466.975525858808,0,0.384772447877433,0,0,0,1
261,1,9,3671.660436848,1,0.194748386619808,1,0,0,1
683,1,2,329.037363159896,1,0.332630018738044,1,1,0,0
700,2,4,83.8881275624285,1,0.0681059930916635,2,0,0,0
365,1,5,1057.78190605962,1,0.143758393730735,2,0,0,0
778,2,1,1131.91653263257,2,0.539461183544365,0,2,0,0
449,2,4,48.6200466353623,2,0.678301336163091,3,0,0,1
557,0,6,1369.26121922014,2,0.47564143623531,2,0,0,0
552,2,2,1196.67852994272,0,0.265548701491327,0,2,0,0
473,2,3,2122.80838446216,0,0.102006952906236,1,0,0,0
662,1,3,100.948803833707,0,0.410602754075324,1,1,0,0
658,1,5,734.653342736728,2,0.423435549700969,2,3,0,0
150,1,4,198.177041565127,0,0.131494017114451,0,4,0,1
760,2,2,407.916782217989,0,0.246621348090209,0,4,0,0
167,2,6,246.406691532543,2,0.28791726419751,0,1,0,0
706,2,7,477.248727887095,0,0.388534640439206,3,0,0,1
725,1,4,95.8167036665327,0,0.115872124315399,2,0,0,1
281,1,4,289.367801137528,2,0.252988940282683,0,0,1,0
417,1,1,58.8472491288848,0,0.0286498160214181,3,2,0,1
278,1,3,541.554523120587,2,0.023411391090671,0,2,0,0
457,1,2,281.558289826827,0,0.167109049225435,2,2,0,0
438,1,5,713.88077440411,0,0.40048731493104,3,0,0,1
655,2,7,487.701244077798,0,0.55158338443951,2,1,0,1
762,1,6,223.615676570217,2,0.247029533638858,0,0,0,0
779,1,4,86.9062185669321,1,0.124453633931229,2,0,0,0
387,0,3,1119.71992343818,0,0.425268698458175,1,0,0,0
458,1,3,802.203743171845,1,0.33148309771731,2,0,0,0
163,1,5,26.7875148092693,0,0.433630496824426,1,0,0,0
338,1,7,3634.92598822123,1,0.493127078646259,2,3,1,1
692,1,3,822.874170636283,0,0.215730732260765,1,1,0,0
823,1,6,185.728049254694,2,0.61274462641349,2,2,0,1
253,1,4,1468.55340191802,1,0.0671326044467622,1,1,0,0
381,1,5,1710.33967492106,2,0.465226786403973,4,0,0,1
494,1,4,682.062160071079,1,0.433139829277858,3,0,0,1
556,1,3,1734.24896320369,1,0.291132213232909,1,1,0,0
338,2,8,23.6845757345017,1,0.056490839079033,2,0,0,1
584,1,5,2322.76624720655,1,0.190845497452019,2,1,0,0
405,2,8,47.1239530258721,0,0.534987818480003,2,1,1,1
497,1,3,822.649960578601,1,0.0219061919711159,2,3,0,0
609,1,6,339.589467923532,1,0.304003754589055,1,0,0,0
501,2,5,32.0847602913279,0,0.733579607180198,0,0,0,1
412,1,4,2119.31546389656,0,0.257852548257575,0,0,0,0
478,1,5,116.351469171374,0,0.276305016159456,2,0,0,0
482,1,3,1537.91843964032,1,0.283714575207061,1,0,0,0
425,1,1,320.794110442769,0,0.42325683626928,2,1,0,0
448,2,5,1081.24850643982,0,0.581731734688302,0,0,0,1
819,2,3,234.660549979915,0,0.126124240788977,2,0,0,0
612,1,6,700.56817364332,0,0.711025205772065,0,0,1,1
440,1,5,1285.76754645156,0,0.555271880127764,2,1,1,0
639,1,1,668.100149080093,2,0.548934299939154,1,1,0,1
433,0,6,292.863869461211,0,0.400979465280507,1,0,0,0
734,2,1,212.669392499926,1,0.192649095049495,0,1,0,0
573,2,9,153.709024113378,2,0.435456523588401,1,0,0,1
478,1,6,1460.14970567671,2,0.361308623754599,2,1,1,0
589,2,4,755.222762409394,1,0.163567130963491,2,0,0,0
185,1,2,568.524326807773,2,0.18030209911108,4,0,1,1
274,1,3,229.698512364018,0,0.0876655909795444,2,0,0,0
261,2,4,454.980271310813,1,0.353469417245282,2,0,0,0
528,1,6,774.199460053306,2,0.346222507668533,2,0,0,0
846,0,2,59.6768206271655,0,0.152232380699296,2,2,0,0
946,1,2,357.923852354312,0,0.499457264964303,3,2,1,1
627,2,3,219.027175253274,1,0.265732667424213,3,3,1,1
600,1,4,831.931169742925,0,0.175063465765943,2,4,0,1
139,1,1,745.669891357376,0,0.432138930246467,2,0,0,0
391,1,3,284.672227771135,2,0.384474910085959,2,0,0,0
342,1,3,34.0176862043441,0,0.296740258873565,0,1,0,0
375,1,2,161.50961536276,0,0.489042389219718,1,0,0,0
466,1,7,139.541831514584,2,0.372879504703069,1,0,0,1
405,1,2,672.194336014309,0,0.425025715438772,0,0,0,0
104,1,8,148.381020252031,2,0.333842950438989,1,4,0,1
649,1,5,526.740573358731,0,0.48866248944683,2,0,0,0
285,1,7,762.631115012466,2,0.237907574517985,2,2,0,1
547,2,1,1693.31994517776,2,0.176565073733571,1,0,0,0
914,2,2,224.859230119233,0,0.301906508860236,3,0,0,1
316,1,4,164.550368619559,2,0.10356561416479,1,1,0,0
64,1,4,152.20605081449,1,0.540626246476491,1,2,0,1
442,2,8,357.566499060338,0,0.374487914656718,0,1,0,1
720,1,1,837.988386557528,1,0.636394807449181,3,0,0,1
891,1,2,891.457847613547,0,0.0613307842652052,4,2,0,1
254,1,3,189.552536928749,2,0.193008605429629,3,2,0,1
599,1,5,112.544667253447,0,0.0592092556907315,1,4,0,1
406,1,5,476.348902640516,0,0.214047678741397,0,0,0,0
478,1,2,121.767249283306,1,0.264754634751003,1,0,0,0
1028,1,3,1340.97834249385,0,0.0792923817328214,3,2,0,1
199,1,7,70.0875988318793,1,0.367349568493909,4,2,0,1
550,1,4,1115.76232219789,0,0.587908108684745,0,2,0,0
593,1,8,34.8672406554266,1,0.205809208224808,0,0,1,1
717,1,4,1315.98623433574,0,0.440148810024849,2,0,0,0
519,1,3,789.266863206092,2,0.558713985843441,1,0,0,0
561,2,5,311.326756912116,1,0.517867960092115,1,0,0,0
421,1,7,416.052538492719,0,0.583803438509932,0,1,0,1
553,1,5,895.747582097703,0,0.263553451649779,1,0,0,0
431,1,3,164.270553393127,1,0.126479625356577,1,1,0,1
624,1,5,1768.15547529958,0,0.619967410351931,2,0,0,1
426,1,3,527.595295354469,2,0.302506655796068,0,0,0,0
575,1,6,1142.15820100981,0,0.298284356941514,2,0,0,0
494,2,1,565.303771494332,2,0.257938082213595,2,1,0,0
725,1,6,481.591730310972,1,0.271398981897053,3,1,1,1
489,2,4,507.322545068655,0,0.481120145221052,0,0,1,0
145,1,1,360.945136697045,2,0.612106903406611,2,0,1,1
752,0,1,1055.66914289786,2,0.278722263962741,2,0,1,1
318,2,3,1497.43444901065,1,0.394243252657495,0,0,0,0
369,0,4,1541.49538679795,0,0.277444499125254,2,0,0,0
380,1,4,103.308933945951,0,0.0781837784855355,0,4,0,1
774,1,5,1146.26581280251,1,0.177765494621895,2,0,0,0
72,2,3,178.469462043703,0,0.0722384351808907,1,0,1,0
1127,2,8,9.80248694947494,1,0.0512973852536761,0,0,0,1
711,0,5,257.773581409769,1,0.358971490775299,1,0,0,0
544,1,8,277.231017700694,1,0.210970964907083,2,3,0,1
489,2,4,1327.69726481437,1,0.617093909647472,1,2,0,1
557,1,3,1085.06638453795,0,0.0740377010167081,1,0,0,0
604,1,3,70.7892329499814,0,0.182461498919985,1,0,0,0
629,1,4,315.574210299514,1,0.357364255202298,3,2,0,1
611,1,3,231.533363971294,0,0.299869936531771,2,4,0,0
517,2,5,723.994211525746,0,0.520730334658492,1,0,0,0
460,1,2,623.856881270559,0,0.193297427591616,1,0,0,0
469,1,4,908.834047217611,0,0.418600808049771,2,1,0,1
461,1,6,1932.87032935462,1,0.42599802333839,4,0,0,1
726,1,2,437.263881551441,1,0.16321681764492,1,0,0,0
618,1,4,853.514197964159,0,0.632094073229129,3,0,0,1
64,1,5,2004.27518187932,1,0.0717387882812307,2,2,0,0
631,1,7,624.151139232743,0,0.0968227446009457,2,0,0,1
538,2,2,294.860357085027,1,0.454322653226283,2,0,0,0
496,0,4,412.5367472219,2,0.341766484945056,2,0,0,0
422,1,3,1123.93711908533,0,0.2062814185679,1,0,0,0
724,1,3,1018.4044215884,0,0.274739718313387,2,0,0,0
689,1,7,1103.98077679996,1,0.334469182346819,1,0,0,1
345,2,8,1087.8680615593,2,0.304716539038864,3,2,0,1
581,1,2,2025.18511464681,0,0.232682680388656,3,0,0,1
305,1,10,1155.15622287904,0,0.304755558767738,1,0,1,1
224,1,4,1547.23238082605,2,0.310509820580815,1,0,0,0
374,0,6,682.111428161702,0,0.285869394403458,1,0,0,1
672,1,3,826.644869986822,0,0.450397410120324,2,0,0,0
690,1,2,2746.63291311209,1,0.069617587942604,1,2,0,0
602,0,3,1634.03035329024,0,0.150202677773164,1,0,0,0
645,1,6,1201.76019407835,1,0.307659481092211,0,0,1,0
603,2,3,925.454209167441,1,0.454912336305168,1,2,0,1
371,1,6,355.179620178609,2,0.51605615829877,3,0,0,1
586,0,4,635.480746929204,0,0.098177919082388,2,2,0,1
660,1,1,45.3648078938292,1,0.0653331503337169,0,0,1,0
650,2,6,430.511893655643,1,0.288722642814418,0,2,1,1
737,1,4,94.9335168782579,2,0.34391659941608,3,1,0,1
641,2,1,1043.44577291873,0,0.392112475289223,2,2,0,0
570,1,2,1782.85557583121,1,0.148351656991529,1,1,0,0
714,1,6,153.008791641712,1,0.0711446085706533,4,1,0,1
494,2,4,225.554466983323,1,0.342918378123889,4,0,0,1
323,1,6,1555.821910995,2,0.437288092435946,5,0,0,1
467,1,3,705.18721109208,1,0.440901493032072,1,2,0,0
351,1,3,709.985541123931,1,0.159756747837198,2,2,0,1
364,2,4,662.031364375908,1,0.259715523409619,2,2,0,0
471,1,2,196.987238126127,0,0.0666432934677204,2,1,0,0
341,2,3,223.033911968344,0,0.326884169510547,1,0,0,0
438,1,1,2390.89594869849,0,0.13062909758102,1,2,0,0
121,1,3,1028.34921189199,1,0.0951223616717871,1,2,0,0
542,1,4,75.8306014434666,0,0.171710671283589,2,2,0,0
500,1,1,201.788389852178,1,0.670831888304031,1,3,0,1
336,1,3,789.189292454041,0,0.0602304409086797,2,0,0,1
631,1,1,266.662979464612,1,0.118654605513791,2,1,0,1
687,1,4,231.997031623838,0,0.357286616589933,2,1,0,0
178,0,4,180.866286480854,0,0.16238958240144,3,0,0,1
347,1,8,164.3675366261,0,0.124903612658765,0,2,0,1
346,1,5,760.14813397096,2,0.177547137700915,1,2,1,0
312,1,5,1890.2828255954,0,0.735229381689531,1,0,0,1
665,1,3,358.445754613881,0,0.492079902294646,2,0,0,0
461,1,5,103.639329906553,2,0.347672953308526,1,0,0,1
447,1,5,106.184769470464,0,0.540837675573123,3,0,0,1
99,2,2,2170.72809062534,1,0.33810464613395,1,4,0,1
627,1,3,601.868580023767,2,0.194122977108475,1,0,0,0
252,1,3,502.315397757086,1,0.62207429551636,2,2,0,1
511,1,5,1771.2290410466,1,0.257009655101079,0,0,1,0
555,1,3,565.980170420652,0,0.199086644779346,2,0,0,0
772,1,4,524.063078527144,1,0.369644058117972,2,2,0,0
238,1,4,2090.03785301009,2,0.362356520102979,1,2,0,0
64,1,4,514.661843786502,2,0.497078474920698,1,2,0,0
536,1,5,396.698478663599,1,0.176092658295731,2,0,0,1
860,2,3,697.172700978288,0,0.217286095023024,2,1,0,0
747,1,3,3025.90292976439,2,0.506618067888107,2,0,0,0
541,1,5,2655.59901114249,0,0.188569512003448,2,3,0,0
401,1,7,1195.46508970893,0,0.251920005083123,1,2,1,1
661,1,7,553.367945976669,0,0.156004860558753,0,1,0,1
305,1,4,1706.01538758723,0,0.411678332964933,1,0,0,0
595,1,2,434.931128421964,1,0.33270786436098,2,2,0,0
601,2,5,817.638938396751,0,0.271698056346211,2,0,1,0
712,1,5,158.201769371626,0,0.576681897627577,3,1,0,1
1051,1,4,866.083237853272,0,0.197759294020417,1,1,0,0
578,1,4,258.488152124081,0,0.361999636481596,2,0,0,0
398,1,5,1181.86145816203,1,0.389755767821148,0,0,0,0
494,1,4,427.603221135281,1,0.387092774732705,1,0,0,1
146,1,1,406.543016548265,1,0.317063719885139,0,1,0,0
361,1,4,1098.15824355133,1,0.18965740417086,1,0,0,0
418,1,3,443.151637490809,0,0.592171703030402,2,3,0,0
395,1,6,1001.47051731897,1,0.503941995507129,3,0,0,1
530,2,4,1545.1790244072,1,0.821066688932761,3,4,0,1
335,1,5,117.759972717345,0,0.112055916041444,0,0,0,0
724,1,4,521.639501114834,0,0.104998887904717,2,0,0,1
500,2,2,2319.05187012916,0,0.15820041599175,2,0,0,0
498,2,3,1337.82315955181,0,0.20131127284166,2,4,0,0
434,2,3,2907.88479805492,0,0.262554480161564,1,0,0,0
531,1,5,1574.65483971324,0,0.664979018681813,1,1,0,1
665,2,9,297.105847073192,0,0.390298289989823,0,0,0,1
326,1,4,157.93445595907,0,0.45413484357537,1,0,0,0
368,1,5,189.126717776147,0,0.385407126749217,1,1,0,0
439,1,6,195.588483424046,0,0.715006060235896,2,0,0,1
230,2,6,63.006368858415,1,0.422807494035576,2,2,0,0
336,1,6,1898.36392657017,0,0.332642245228872,1,0,0,0
404,1,4,558.605915251269,2,0.160206423517095,1,1,0,0
674,1,11,85.4191648427027,2,0.504611971308473,3,2,0,1
552,1,6,1150.54725800068,1,0.233160961048136,0,2,0,0
538,2,3,315.193817327205,0,0.494235774036453,0,1,0,0
670,1,1,58.9495323133287,2,0.466638350137267,0,0,0,0
472,1,8,168.33642429255,0,0.186346607469745,1,0,0,1
578,2,1,857.303285433823,0,0.114929501376584,2,0,0,0
479,1,6,1263.92773745091,1,0.474869009486688,2,2,0,0
553,1,2,234.077127019554,0,0.430004459194883,0,0,0,0
383,2,3,688.416692410058,1,0.10216485550039,1,0,0,0
64,2,7,0.698350970196963,1,0.155991565992713,0,0,0,1
473,2,4,261.013557627852,0,0.123438950981435,0,0,1,0
784,1,3,160.356313587625,0,0.371463692820579,1,0,1,0
685,1,9,63.7076274862044,2,0.324152161875908,1,0,0,1
693,1,2,529.156499221311,1,0.559325467788366,1,0,0,0
747,1,2,797.600545153021,0,0.0818792074501697,2,0,1,0
517,1,3,37.9889488465117,1,0.226865156548157,2,0,0,0
539,1,3,118.69901924286,0,0.34665377215726,3,0,1,1
376,2,3,2154.0310468858,2,0.248449224822118,2,3,0,1
436,1,6,201.968134771094,0,0.533065128904352,1,1,0,0
623,1,6,1141.65224073479,2,0.171879897441158,1,0,0,0
740,1,10,1101.82010947948,2,0.285703154488695,2,0,0,1
472,1,2,310.393921879257,2,0.372837964479808,1,2,0,1
409,0,3,182.642369818024,0,0.269320883270373,1,0,0,0
500,1,1,223.718799736985,2,0.385414494693042,1,3,0,0
620,1,3,667.582381604434,0,0.414221289421434,2,0,0,0
211,1,3,383.92555056247,0,0.0792082318757816,0,0,0,0
64,1,5,547.45359847757,0,0.467640136846735,2,0,0,0
389,1,3,1335.40334229257,1,0.209404243398443,0,0,0,0
255,2,3,558.200423458485,1,0.179168423328777,2,2,0,0
398,1,2,4276.14702990294,1,0.0580641331595183,0,0,0,0
470,1,3,876.893453122567,2,0.0767120642456967,2,2,0,0
409,1,2,185.795529162306,0,0.540767980759817,3,1,0,1
790,2,7,553.748166120658,0,0.625547904269956,2,2,0,1
565,2,2,1343.10637447128,1,0.312325669024433,3,0,1,1
560,1,7,197.028965828281,1,0.146380543110897,1,0,1,1
624,1,5,1045.75630380911,0,0.563084853050958,1,2,0,0
272,2,5,27.2169995051635,2,0.0536694512830297,1,0,0,0
707,2,2,2286.64043730501,0,0.283344207094209,3,1,0,1
484,2,1,870.997092462801,1,0.446098196808206,0,0,0,0
634,2,6,141.934371297472,0,0.192333844658597,0,0,0,0
285,1,5,1659.05199635809,0,0.109701956833452,0,0,0,1
189,1,4,68.2900565721355,2,0.153950799076127,1,0,1,0
663,2,5,416.605101558886,0,0.0822912505630509,1,1,0,0
575,2,5,1068.32691220559,2,0.209714429090653,1,0,0,0
319,1,4,2216.87669992264,0,0.58512384357917,2,3,1,0
326,1,2,343.163384359076,1,0.278676592598838,1,0,0,1
725,0,4,1419.97489098238,1,0.114434188575643,1,1,0,0
262,1,5,175.27367332271,0,0.196981002251975,1,0,0,1
828,2,4,28.5932451005076,2,0.213171074239907,1,0,0,0
319,1,4,23.3461486188295,0,0.214667465751326,1,0,0,0
627,1,2,858.754542832733,1,0.144846219143229,1,0,0,0
434,1,2,133.984793504611,2,0.404767432695531,1,2,1,1
620,1,3,41.3077856226843,0,0.151231483466288,2,1,0,0
391,1,5,3009.07498941337,1,0.16361801326478,3,2,0,1
467,1,1,221.670462881798,0,0.206346290470745,2,4,0,0
508,2,3,496.74231024068,0,0.561409823530041,3,3,0,1
299,0,5,759.632215794429,0,0.035122356348218,1,0,0,0
648,1,1,124.814238295614,2,0.374830223567616,1,2,0,0
397,1,3,353.498562445808,0,0.170991601122034,1,0,1,0
454,1,6,834.633298104014,0,0.584383955287881,3,0,0,1
301,1,1,816.791656467718,2,0.544622017261623,1,1,0,0
64,1,3,1476.41842022004,0,0.101852277326495,2,0,0,1
461,1,4,460.181005668514,1,0.26314452154564,2,2,0,1
982,1,1,1764.56727943097,1,0.470138000595913,3,0,0,1
656,1,7,917.048133203205,1,0.444219253174637,1,0,0,1
496,1,4,660.621254767408,0,0.418574601108678,1,0,0,0
447,2,1,99.6680370287135,1,0.161484138977248,2,0,0,1
504,1,8,683.975740251164,2,0.230019384656504,1,0,0,1
609,2,3,722.446965628783,0,0.306989950586942,3,1,0,1
263,2,2,1137.71758828655,0,0.220521512737198,3,0,0,1
722,0,5,1015.91650738354,2,0.273827880126324,1,2,0,0
643,2,3,603.984330850302,0,0.150401632553082,0,0,0,0
643,1,11,718.81796422774,0,0.145478569928097,2,0,0,1
587,1,6,1183.93112304769,0,0.363821195627279,1,1,0,1
503,1,3,346.400929988458,0,0.363232831177668,3,0,0,1
634,2,3,115.99390419075,0,0.439972125654015,2,0,0,0
618,2,6,1659.08178801435,0,0.236106017674934,1,0,0,0
429,2,2,2682.35503704671,0,0.266391553268686,2,2,0,0
385,1,3,448.720064056233,2,0.0905098164776416,3,0,0,1
520,2,7,3709.31128555824,1,0.393054024055085,3,3,0,1
809,1,4,311.706771834053,0,0.217156593204046,1,2,1,0
252,1,7,55.1149532021279,0,0.378656344340717,1,0,0,1
206,2,5,679.765158518163,2,0.662468296900855,0,0,1,1
532,1,2,1621.1798806067,2,0.213737767783372,1,1,0,1
510,0,3,768.783274258201,2,0.449780529552472,1,3,1,1
534,1,5,7.57749204976937,2,0.165837086989954,2,1,0,0
548,2,7,9.52259582360701,1,0.143216315101306,1,0,1,1
455,1,5,1030.90178086368,0,0.285359009103372,2,0,0,0
797,2,9,1493.23639173208,2,0.198356689241785,1,0,0,1
179,2,2,233.391389697754,1,0.314923356120471,2,0,1,0
334,2,5,508.100463939588,1,0.116252174558481,1,0,0,0
479,1,5,2597.22170806591,1,0.145220514859661,3,1,0,1
171,2,6,493.799858184387,1,0.398157485456208,3,1,0,1
464,1,1,116.773896480042,1,0.19008339479121,1,0,0,0
832,1,5,1941.18648973551,0,0.233903828893413,1,1,0,1
504,1,3,546.823138435057,0,0.519385744234363,2,2,0,0
546,2,3,337.649999201528,0,0.415468588035822,1,0,0,1
247,1,3,82.0096365943973,1,0.239137472537726,2,0,0,0
376,2,6,490.38753052549,2,0.210769694323171,1,3,0,0
424,2,3,1174.60339038753,0,0.160230885097868,1,0,1,0
436,1,3,1010.36798706101,2,0.20616521749639,2,4,0,1
756,2,5,549.076531217956,0,0.28464972384833,0,4,0,1
611,1,2,1017.04605819828,2,0.27421788804443,0,1,0,0
277,2,2,345.562965121467,0,0.374114903710481,0,0,0,1
549,1,2,1063.23044041551,1,0.230926663744583,2,0,0,0
599,1,3,71.7071156097903,0,0.456416424337395,3,0,1,1
728,1,3,177.749240922855,0,0.46276693690336,3,0,0,1
816,1,7,1681.17516045844,0,0.403377148196676,1,1,0,1
296,1,4,278.121654758794,1,0.0401456843634094,2,2,0,0
337,1,3,184.478407971751,0,0.437468153467339,2,1,0,0
248,1,3,74.5721781670488,2,0.296926648850557,1,1,0,0
453,1,4,399.32187707913897,1,0.379950212630614,2,4,0,1
593,1,4,55.4646928885195,0,0.817690336934462,1,2,0,1
697,2,3,549.701010103098,1,0.226527621007373,2,2,0,0
484,1,1,2012.66955279858,0,0.355782872915202,1,2,0,0
436,2,4,1237.67523270495,1,0.217446807326841,0,2,0,0
530,1,1,33.2192674621198,1,0.0749509742566089,3,0,0,1
332,1,4,285.063619002444,0,0.170093448482517,1,2,0,1
917,1,6,166.253567667832,1,0.0476316944807609,0,2,0,0
178,1,1,55.4284930262587,0,0.171528919844182,2,0,0,0
536,1,4,92.0060059823046,0,0.291163975577552,3,0,1,1
904,1,1,1910.02976120819,1,0.255515264384443,0,0,0,0
501,2,5,296.947432164414,0,0.521320957920668,3,1,0,1
461,2,3,398.358945844732,0,0.0857660537097761,0,0,0,0
428,1,5,531.960171647273,0,0.077162443225862,1,1,0,0
463,2,6,1092.97098079353,1,0.77569914223851,0,0,1,1
774,1,4,1281.05863648001,0,0.465099203786133,0,2,0,0
64,1,7,2653.40137783273,2,0.381121385124226,0,1,0,1
806,1,2,189.264815455423,1,0.109569648553455,3,1,0,1
215,2,5,286.559373728762,1,0.53409691088112,0,1,0,0
446,2,4,300.291044241073,0,0.0736032211894924,2,1,1,0
414,2,3,471.40285458906,0,0.660100637008133,2,2,0,1
617,1,4,1317.7298983483,2,0.524437485813489,2,2,0,0
180,1,6,218.977139794869,0,0.708039019713988,2,4,0,1
592,2,5,1221.99797413052,0,0.211257208882935,1,1,0,0
904,1,4,182.565094997134,0,0.471268542316463,0,0,0,0
227,1,1,990.706808333693,0,0.243037652939694,0,0,1,0
537,1,4,1283.56554988874,0,0.236027683008737,3,0,0,1
367,1,4,1538.13482072853,2,0.198265375068569,2,0,0,0
585,1,5,571.146236295114,0,0.157154083488851,1,1,1,0
503,1,5,318.849178470061,2,0.541642497033796,2,0,0,0
371,1,6,1184.07704444492,0,0.443523649415311,1,0,0,0
597,1,3,309.608896749231,2,0.532799095362301,4,0,0,1
860,1,8,128.218363982205,1,0.533800666944341,2,0,0,1
461,1,5,1439.92903796206,0,0.110869273836863,0,0,0,0
643,1,5,423.790582269859,1,0.206923164310943,1,2,0,0
241,1,3,676.728755251383,0,0.247997022080674,1,1,0,0
308,1,3,2005.17275766891,2,0.294671680339838,0,2,0,1
594,1,4,116.75771663075,2,0.0907546638903222,3,0,0,1
796,2,3,651.68056900123,0,0.653103859497996,1,0,0,1
571,2,2,654.54139213783,0,0.309050514349784,1,0,0,0
437,1,3,1583.77141176543,1,0.742988378263018,2,2,0,1
499,1,6,333.939839555988,1,0.375509636912317,2,1,0,1
249,2,4,410.280925223742,0,0.0446259087211038,1,0,0,1
620,1,5,585.998143017639,0,0.109091565626784,0,0,0,0
676,1,8,146.369392289171,2,0.232289483070368,0,0,0,1
409,1,2,508.901572602389,0,0.49226613274892,3,1,0,1
405,1,8,458.276850585779,0,0.490957697712708,1,0,0,1
553,1,6,175.913549853066,0,0.396849723664524,1,3,0,0
412,0,7,1431.91705500598,0,0.397507019203574,4,4,1,1
486,2,3,451.14734544177,1,0.239534974251893,1,2,0,1
919,1,1,292.302635931278,1,0.531873894569804,2,0,1,0
450,1,7,111.753853513272,1,0.170420622349946,5,0,0,1
428,1,3,75.2268550610383,1,0.580267192283523,0,1,1,0
370,1,3,2579.65144672462,2,0.160975697964756,2,2,0,0
648,1,2,4263.58856250998,0,0.0887948308643384,2,0,1,1
463,1,4,1825.6409614362,0,0.507601813576514,3,0,0,1
370,1,3,490.923968509024,0,0.520639283954193,1,0,0,0
764,1,2,1319.85700175896,2,0.191720373514829,0,0,0,0
783,1,6,1437.97514301136,1,0.447855298225818,0,2,0,0
379,0,4,285.121939878154,0,0.520356062337613,1,1,0,1
126,1,2,705.567581687111,0,0.322663245738437,0,2,1,0
701,0,2,2513.93964867219,2,0.228956025136357,1,0,1,1
363,1,7,262.878590679638,0,0.353479140058845,3,2,0,1
658,1,3,869.868189526489,0,0.448362000754944,1,0,0,0
105,1,7,869.049302706309,1,0.541587683135143,2,0,1,1
678,1,3,482.163646986868,2,0.512091633712274,4,0,0,1
257,1,3,539.191660373537,0,0.0617950315856547,1,0,1,0
646,2,1,487.607541633936,1,0.502114938564712,1,2,0,0
502,0,6,588.972228250202,0,0.314557286896689,3,1,1,1
309,1,2,128.865660162376,1,0.429179751645136,2,4,0,0
418,1,2,1266.80996806298,1,0.262041428714729,0,2,0,0
637,1,5,865.581414221957,2,0.242827274599771,0,0,0,1
521,1,4,2914.27708431728,0,0.403959330015809,2,0,0,0
616,1,5,225.511839094719,1,0.224403485405708,1,2,0,0
895,1,4,126.229519831408,1,0.153158278131295,1,0,0,0
187,1,7,335.51419820792,2,0.307006987702064,2,0,0,1
823,1,2,570.257822729041,1,0.350280407648273,1,0,0,0
520,1,4,183.540146045108,0,0.189219659911883,2,0,0,1
320,1,2,493.839823835736,0,0.337392609119607,3,4,0,1
233,1,6,823.149395084689,2,0.429667720389847,1,0,0,0
462,0,10,46.2484688020267,2,0.278805378976793,2,0,0,1
684,1,2,1135.15276962367,0,0.044929793427608,1,0,0,0
474,2,3,2246.88821473757,0,0.535358310070068,0,0,0,0
802,2,7,249.851131160384,1,0.440801497807298,1,4,0,1
209,0,1,1197.68196063972,0,0.476325205791598,1,0,0,0
497,2,11,432.93750753791,0,0.206388336295165,1,0,0,1
249,1,4,873.546106413485,0,0.223174023218698,1,0,0,0
572,2,4,1086.9933804293,1,0.0650083589878845,1,2,0,0
677,1,6,279.616079980968,2,0.646429174548431,0,1,0,1
415,1,4,1238.66520214409,0,0.193734014806908,1,1,1,0
